seed,step,parameter,weight_relative_l2,weight_max_abs_diff,gradient_relative_l2,update_relative_l2,m_relative_l2,v_relative_l2
123,50,bn4/gamma,0.0009655690861528416,0.0032819509506225586,0.41128386403124956,0.43822048950465964,0.42667780637366465,0.049631623880949514
123,50,bn4/beta,0.14395587248944186,0.002863483037799597,0.4022157635646367,0.39193382080159206,0.384432246919732,0.04705389135956787
123,50,fc128/kernel,0.014686521478546526,0.009485214948654175,0.3787661048173382,0.4586385514869484,0.38090780996360585,0.06828883674771967
123,50,fc128/bias,0.17192959021608492,0.003682318376377225,0.3499931831148282,0.44223908057866157,0.34701436090464644,0.06190037092338543
123,50,logits/kernel,0.007411005718645099,0.008368395268917084,0.2033271544055356,0.4461647560380841,0.2545945108219705,0.03607856265139139
123,50,logits/bias,0.07440467059105989,0.0005600848235189915,0.043652946556144274,0.09342793752496764,0.08630709728726349,0.0058133062300059725
123,100,conv1/kernel,0.023607544664699706,0.007298067212104797,0.39718190887178795,0.6398133966186226,1.0048776758641234,0.19848746949149562
123,100,bn1/gamma,0.0017188299522201197,0.004031658172607422,0.5076870641574373,0.5857363900892307,0.6174818288572561,0.1389502203472708
123,100,bn1/beta,0.21866326630124153,0.005263166502118111,0.3480980132302895,0.5748649955532767,0.6552026704734119,0.12073832697231122
123,100,conv2/kernel,0.0371270410636853,0.010642253357218578,0.6261806562426415,0.5841088572144153,0.7147036964142947,0.16091099756265392
123,100,bn2/gamma,0.002163498279311123,0.006395220756530762,0.5765351405459614,0.6321131989385422,0.6531396652201809,0.14570796441912312
123,100,bn2/beta,0.31099711385573964,0.007329024374485016,0.6111856475159436,0.7667786114196201,0.9085503846115575,0.17186524779908624
123,100,conv3/kernel,0.06083230638486582,0.018963037058711052,0.7344798959871865,0.7475080185555134,0.7241796994910978,0.09269500936476673
123,100,bn3/gamma,0.0024335946906522002,0.013936161994934082,0.679175644182244,0.6257409515409127,0.6176141695496515,0.08333529824068307
123,100,bn3/beta,0.29838502952137774,0.010000261012464762,0.7761444826385484,0.7889210101327692,0.7999877243850608,0.06953743553357587
123,100,conv4/kernel,0.08807534013907695,0.02309470111504197,0.7822421769004987,0.7794276280253974,0.7763222190229746,0.1084855223045937
123,100,bn4/gamma,0.0018313843496633503,0.0058443546295166016,0.42993210787773384,0.5966978455075997,0.5776129386605572,0.08478109597315703
123,100,bn4/beta,0.20360532152052196,0.00466307089664042,0.41044503490988626,0.5299048732284898,0.491203626249116,0.08067991581863787
123,100,fc128/kernel,0.026379324753149424,0.01416008174419403,0.42560327574762374,0.6949718687375925,0.5502837741690358,0.13269356974660595
123,100,fc128/bias,0.27235508805180764,0.008920248597860336,0.3683835576983461,0.6501347199962442,0.45055678440470043,0.09791646821323505
123,100,logits/kernel,0.016554525866927468,0.013464689254760742,0.3280812465923967,0.6687736510558331,0.41512235992106955,0.07814858041948838
123,100,logits/bias,0.1222735077524626,0.0009187990799546242,0.07663633668110477,0.23162564586334142,0.23742299266886982,0.009072883320265667
